name,fy,fp,net_income,revenue,revenue_yoy,revenue_qoq,profit_margin
HERBALIFE LTD.,2015.0,FY,527500000.0,,,,
HERITAGE COMMERCE CORP,2015.0,FY,11540000.0,,,,
HERITAGE FINANCIAL CORP /WA/,2015.0,FY,9575000.0,,,,
HERITAGE GLOBAL INC.,2015.0,FY,-26514000.0,19986000.0,,,-1.3266286400480336
"HERITAGE INSURANCE HOLDINGS, INC.",2015.0,FY,34213000.0,124832000.0,,,0.27407235324275825
HERITAGE OAKS BANCORP,2015.0,FY,10841000.0,,,,
"HERITAGE-CRYSTAL CLEAN, INC.",2015.0,FY,4545000.0,,,,
"HERON THERAPEUTICS, INC. /DE/",2015.0,FY,-55283000.0,,,,
HERSHA HOSPITALITY TRUST,2015.0,FY,,338413000.0,,,
HERSHEY CO,2015.0,FY,820470000.0,,,,
HERTZ CORP,2015.0,FY,,10775000000.0,,,
HERTZ GLOBAL HOLDINGS INC,2015.0,FY,,10775000000.0,,,
HESKA CORP,2015.0,FY,-1196000.0,,,,
HESS CORP,2015.0,FY,5052000000.0,14028000000.0,,,0.360136869118905
HEWLETT PACKARD ENTERPRISE CO,2016.0,Q1,547000000.0,13053000000.0,,,0.04190607523174749
HEXION INC.,2015.0,FY,-571000000.0,,,,
HF FINANCIAL CORP,2016.0,Q2,-868000.0,,,,
"HFF, INC.",2015.0,FY,,355605000.0,,,
"HHGREGG, INC.",2015.0,Q3,-86865000.0,,,,
HI-CRUSH PARTNERS LP,2015.0,FY,59770000.0,24277000.0,,,2.4620010709725255
HIBBETT SPORTS INC,2015.0,FY,70877000.0,,,,
HICKOK INC,2015.0,FY,143804.0,,,,
HICKOK INC,2016.0,Q1,-270656.0,,,,
HIGH PERFORMANCE BEVERAGES CO.,2016.0,Q2,-1703155.0,10743.0,,,-158.53625616680628
"HIGHER ONE HOLDINGS, INC.",2014.0,FY,9802000.0,,,,
"HIGHER ONE HOLDINGS, INC.",2015.0,FY,14128000.0,,,,
HIGHLANDS BANKSHARES INC /VA/,2015.0,FY,2526000.0,,,,
"HIGHPOWER INTERNATIONAL, INC.",2015.0,FY,2753236.0,,,,
HIGHWATER ETHANOL LLC,2015.0,FY,-1746420.0,168682409.0,,,-0.010353302459653633
HIGHWATER ETHANOL LLC,2016.0,Q1,2378077.0,30081371.0,,-0.8216685949748322,0.07905480770806624
"HILL INTERNATIONAL, INC.",2015.0,FY,3562000.0,576681000.0,,,0.006176725087179914
"HILL-ROM HOLDINGS, INC.",2016.0,Q1,12100000.0,,,,
"HILLENBRAND, INC.",2016.0,Q1,,401500000.0,,,
HILLMAN COMPANIES INC,2015.0,FY,-4062000.0,,,,
HILLS BANCORPORATION,2015.0,FY,25931000.0,,,,
HILLTOP HOLDINGS INC.,2015.0,FY,125342000.0,,,,
HILTON WORLDWIDE HOLDINGS INC.,2015.0,FY,415000000.0,9735000000.0,,,0.04262968669748331
"HINES GLOBAL REIT II, INC.",2015.0,FY,0.0,0.0,,,
"HINES GLOBAL REIT, INC.",2015.0,FY,-88936000.0,322862000.0,,,-0.2754613426169695
HINES REAL ESTATE INVESTMENT TRUST INC,2015.0,FY,348066000.0,,,,
"HISPANICA INTERNATIONAL DELIGHTS OF AMERICA, INC.",2016.0,Q2,-90911.0,,,,
HISTOGENICS CORP,2015.0,FY,-22793000.0,,,,
HK EBUS CORP,2016.0,Q2,-18042.0,0.0,,,-inf
HMG COURTLAND PROPERTIES INC,2015.0,FY,232873.0,76754.0,,,3.0340177710607916
HMN FINANCIAL INC,2015.0,FY,26670000.0,,,,
HMS HOLDINGS CORP,2015.0,FY,39997000.0,,,,
HNI CORP,2015.0,FY,63683000.0,,,,
HOLLOMAN ENERGY CORP,2015.0,FY,323836.0,,,,
HOLLY ENERGY PARTNERS LP,2015.0,FY,79449000.0,,,,
HOLLYFRONTIER CORP,2015.0,FY,735842000.0,,,,
"HOLLYSYS AUTOMATION TECHNOLOGIES, LTD.",2015.0,FY,51994000.0,349055000.0,,,0.1489564681783673
HOLOGIC INC,2016.0,Q1,29200000.0,652800000.0,,,0.044730392156862746
"HOME BANCORP WISCONSIN, INC.",2016.0,Q1,-181000.0,,,,
"HOME BANCORP, INC.",2015.0,FY,7293922.0,,,,
HOME DEPOT INC,2015.0,FY,5385000000.0,,,,
"HOME FEDERAL BANCORP, INC. OF LOUISIANA",2016.0,Q2,835000.0,,,,
"HOME TREASURE FINDERS, INC.",2015.0,FY,-139482.0,189390.0,,,-0.7364802787897988
HOMEFED CORP,2015.0,FY,11268000.0,56804000.0,,,0.198366312231533
HOMELAND ENERGY SOLUTIONS LLC,2015.0,FY,2478297.0,,,,
HOMEOWNERS OF AMERICA HOLDING CORP,2015.0,FY,2164125.0,28252670.0,,,0.07659895507221087
"HOMESTREET, INC.",2015.0,FY,23809000.0,,,,
HOMETOWN BANKSHARES CORP,2015.0,FY,3415000.0,,,,
"HOMETRUST BANCSHARES, INC.",2016.0,Q2,2049000.0,,,,
HONEYWELL INTERNATIONAL INC,2015.0,FY,3924000000.0,,,,
HONGLI CLEAN ENERGY TECHNOLOGIES CORP.,2016.0,Q2,,12677319.0,,,
HOOPER HOLMES INC,2015.0,FY,-11275000.0,24171000.0,,,-0.4664680815853709
HOPFED BANCORP INC,2015.0,FY,3762000.0,,,,
HOPTO INC.,2015.0,FY,-3593900.0,5553400.0,,,-0.6471530954010156
HORACE MANN EDUCATORS CORP /DE/,2015.0,FY,27012000.0,254531000.0,,,0.1061245977896602
HORIZON BANCORP /IN/,2015.0,FY,19876000.0,,,,
HORIZON PHARMA PLC,2015.0,FY,-149005000.0,,,,
HORMEL FOODS CORP /DE/,2016.0,Q1,171718000.0,,,,
HORNBECK OFFSHORE SERVICES INC /LA,2015.0,FY,111393000.0,548145000.0,,,0.2032181265905919
"HORTONWORKS, INC.",2015.0,FY,-11521000.0,,,,
HOSPITALITY PROPERTIES TRUST,2015.0,FY,133178000.0,1563855000.0,,,0.08516006918800016
"HOST HOTELS & RESORTS, INC.",2015.0,FY,317000000.0,5166000000.0,,,0.0613627564847077
HOUGHTON MIFFLIN HARCOURT CO,2015.0,FY,-111186000.0,,,,
"HOULIHAN LOKEY, INC.",2015.0,Q3,24160000.0,,,,
"HOUSE OF BODS FITNESS, INC.",2015.0,Q1,-2273.0,2303.0,,,-0.9869735128093791
"HOUSE OF BODS FITNESS, INC.",2015.0,Q2,-5296.0,820.0,,-0.6439426834563613,-6.458536585365854
"HOUSE OF BODS FITNESS, INC.",2015.0,Q3,-563.0,3500.0,,3.2682926829268295,-0.16085714285714287
HOUSTON AMERICAN ENERGY CORP,2015.0,FY,-535368.0,,,,
HOUSTON WIRE & CABLE CO,2015.0,FY,7902000.0,,,,
HOVNANIAN ENTERPRISES INC,2016.0,Q1,-14376000.0,445714000.0,,,-0.03225386682940182
HOWARD BANCORP INC,2015.0,FY,1961000.0,,,,
HOWARD HUGHES CORP,2015.0,FY,,469418000.0,,,
HP INC,2016.0,Q1,1366000000.0,13858000000.0,,,0.09857122239861452
"HPC ACQUISITIONS, INC.",2015.0,FY,-128041.0,0.0,,,-inf
"HRG GROUP, INC.",2016.0,Q1,-109800000.0,1141800000.0,,,-0.09616395165528113
HSBC FINANCE CORP,2015.0,FY,536000000.0,,,,
HSBC USA INC /MD/,2015.0,FY,-338000000.0,,,,
"HSN, INC.",2015.0,FY,178449000.0,,,,
"HTG MOLECULAR DIAGNOSTICS, INC",2015.0,FY,-13958408.0,3328957.0,,,-4.193027425707211
HUB GROUP INC,2015.0,FY,69110000.0,,,,
HUBBELL INC,2015.0,FY,326500000.0,,,,
HUBILU VENTURE CORP,2015.0,FY,-92755.0,,,,
HUBILU VENTURE CORP,2015.0,Q3,-14591.0,,,,
HUBSPOT INC,2015.0,FY,-34274000.0,77634000.0,,,-0.44148182497359406
"HUDSON GLOBAL, INC.",2015.0,FY,-30395000.0,,,,
"HUDSON PACIFIC PROPERTIES, INC.",2015.0,FY,-14833000.0,,,,
HUDSON TECHNOLOGIES INC /NY,2015.0,FY,-720000.0,55810000.0,,,-0.012900913814728543
HUMANA INC,2015.0,FY,1231000000.0,41313000000.0,,,0.029796916224917095
HUNT J B TRANSPORT SERVICES INC,2015.0,FY,342382000.0,5584571000.0,,,0.0613085588848275
HUNTINGTON BANCSHARES INC/MD,2015.0,FY,641282000.0,,,,
"HUNTINGTON INGALLS INDUSTRIES, INC.",2015.0,FY,261000000.0,,,,
HUNTSMAN CORP,2015.0,FY,128000000.0,11079000000.0,,,0.011553389295062732
HUNTSMAN INTERNATIONAL LLC,2015.0,FY,126000000.0,11079000000.0,,,0.011372867587327376
HURCO COMPANIES INC,2015.0,FY,8190000.0,,,,
HURCO COMPANIES INC,2016.0,Q1,3766000.0,,,,
HURON CONSULTING GROUP INC.,2015.0,FY,66433000.0,602751000.0,,,0.11021632481737899
HUTCHINSON TECHNOLOGY INC,2016.0,Q1,-9898000.0,,,,
HUTTIG BUILDING PRODUCTS INC,2015.0,FY,3200000.0,,,,
HYATT HOTELS CORP,2015.0,FY,207000000.0,4184000000.0,,,0.04947418738049713
HYDRA INDUSTRIES ACQUISITION CORP.,2015.0,FY,-403.0,,,,
HYDRO ONE INC,2015.0,FY,747000000.0,,,,
HYDROCARB ENERGY CORP,2016.0,Q2,-1951779.0,646348.0,,,-3.019703008286558
"HYPERSOLAR, INC.",2016.0,Q2,-2844988.0,,,,
"HYSTER-YALE MATERIALS HANDLING, INC.",2015.0,FY,110000000.0,2666300000.0,,,0.04125567265499006
I-MINERALS INC,2016.0,Q3,-427687.0,,,,
I-WELLNESS MARKETING GROUP INC.,2016.0,Q2,-19141.0,99186.0,,,-0.19298086423487185
IAC/INTERACTIVECORP,2015.0,FY,,3022987000.0,,,
IAO KUN GROUP HOLDING CO LTD,2015.0,FY,,236850159.0,,,
IASIS HEALTHCARE LLC,2016.0,Q1,-4156000.0,,,,
IBERIABANK CORP,2015.0,FY,65128000.0,,,,
"IBIO, INC.",2016.0,Q2,-1653000.0,,,,
ICAD INC,2015.0,FY,-7608000.0,,,,
ICAHN ENTERPRISES HOLDINGS L.P.,2015.0,FY,1025000000.0,20682000000.0,,,0.04956000386809786
"ICF INTERNATIONAL, INC.",2015.0,FY,39330000.0,949303000.0,,,0.04143039682798853
"ICON ECI FUND FIFTEEN, L.P.",2015.0,FY,8723579.0,37377454.0,,,0.23339147176798078
ICON ECI FUND SIXTEEN,2015.0,FY,-300597.0,939235.0,,,-0.3200445043040347
"ICON EQUIPMENT & CORPORATE INFRASTRUCTURE FUND FOURTEEN, L.P.",2015.0,FY,12947701.0,13935364.0,,,0.9291254250696286
"ICON LEASING FUND ELEVEN, LLC",2015.0,FY,703275.0,10774094.0,,,0.06527463005242018
"ICON LEASING FUND TWELVE, LLC",2015.0,FY,-9377469.0,15025747.0,,,-0.6240933645428743
ICON PLC,2015.0,FY,102812000.0,,,,
"ICON VAPOR, INC.",2015.0,Q1,-169019.0,4912.0,,,-34.409405537459286
"ICONIX BRAND GROUP, INC.",2015.0,FY,104989000.0,,,,
ICTV BRANDS INC.,2015.0,FY,-2284243.0,,,,
ICU MEDICAL INC/DE,2015.0,FY,40418000.0,313716000.0,,,0.128836272297237
ID SYSTEMS INC,2015.0,FY,-7499000.0,,,,
IDACORP INC,2015.0,FY,182417000.0,,,,
IDEAL POWER INC.,2015.0,FY,-6900219.0,1794094.0,,,-3.8460743974395992
"IDENTIV, INC.",2015.0,FY,-17794000.0,81249000.0,,,-0.21900577237873697
"IDENTIV, INC.",2015.0,Q1,-5128000.0,16854000.0,,-0.7925636007827789,-0.30426011629286814
"IDENTIV, INC.",2015.0,Q2,-2616000.0,22301000.0,,0.3231873739171709,-0.11730415676427067
"IDENTIV, INC.",2015.0,Q3,-3847000.0,22712000.0,,0.018429666831083713,-0.1693818245861219
"IDERA PHARMACEUTICALS, INC.",2015.0,FY,-18226000.0,,,,
IDEX CORP /DE/,2015.0,FY,255215000.0,,,,
IDEXX LABORATORIES INC /DE,2015.0,FY,187800000.0,,,,
"IDI, INC.",2015.0,FY,-610000.0,,,,
IDT CORP,2016.0,Q2,2510000.0,394173000.0,,,0.006367762378448042
IEC ELECTRONICS CORP,2016.0,Q1,-795000.0,,,,
IEG HOLDINGS CORP,2015.0,FY,-5401754.0,529225.0,,,-10.206913883508905
IEH CORPORATION,2015.0,Q3,594339.0,,,,
"IF BANCORP, INC.",2016.0,Q2,823000.0,,,,
"IFAN FINANCIAL, INC.",2016.0,Q1,-275888.0,,,,
"IGNYTA, INC.",2015.0,FY,-14214000.0,150000.0,,,-94.76
"IHEARTCOMMUNICATIONS, INC.",2015.0,FY,-606883000.0,6243044000.0,,,-0.09720947025201168
"IHEARTMEDIA CAPITAL I, LLC",2015.0,FY,-606883000.0,6243044000.0,,,-0.09720947025201168
"IHEARTMEDIA, INC.",2015.0,FY,-606883000.0,6243044000.0,,,-0.09720947025201168
IHO-AGRO INTERNATIONAL INC.,2015.0,FY,-29525.0,0.0,,,-inf
IHO-AGRO INTERNATIONAL INC.,2016.0,Q1,-74773.0,0.0,,,-inf
IHS INC.,2015.0,FY,131733000.0,,,,
IHS INC.,2016.0,Q1,39520000.0,,,,
II-VI INC,2016.0,Q2,22096000.0,176736000.0,,,0.12502263262719537
IKONICS CORP,2015.0,FY,648770.0,,,,
ILLINOIS POWER GENERATING CO,2015.0,FY,-188000000.0,811000000.0,,,-0.2318125770653514
ILLUMINA INC,2015.0,FY,125308000.0,,,,
"IMAGE INTERNATIONAL GROUP, INC.",2015.0,Q3,-68423.0,,,,
IMAGE SENSING SYSTEMS INC,2015.0,FY,-15901000.0,,,,
IMAGEWARE SYSTEMS INC,2015.0,FY,-2773000.0,,,,
IMAGING3 INC,2012.0,Q2,-2217633.0,,,,
IMAGING3 INC,2012.0,Q3,-1185404.0,,,,
IMAGING3 INC,2013.0,Q1,-1577523.0,,,,
IMAGING3 INC,2013.0,Q2,2825607.0,,,,
IMAGING3 INC,2013.0,Q3,1811923.0,,,,
IMAGING3 INC,2014.0,Q1,-383824.0,,,,
IMAGING3 INC,2014.0,Q2,-677932.0,,,,
IMAGING3 INC,2014.0,Q3,-1061756.0,,,,
IMAGING3 INC,2015.0,Q1,-118966.0,,,,
IMAGING3 INC,2015.0,Q2,-154949.0,,,,
IMAGING3 INC,2015.0,Q3,-159943.0,,,,
IMATION CORP,2015.0,FY,-44400000.0,,,,
IMAX CORP,2015.0,FY,44115000.0,287937000.0,,,0.153210598151679
IMH FINANCIAL CORP,2015.0,FY,,31427000.0,,,
"IMK GROUP, INC.",2015.0,Q3,-47634.0,12649.0,,,-3.765831291011147
IMMAGE BIOTHERAPEUTICS CORP.,2016.0,Q1,-8167.0,,,,
IMMERSION CORP,2015.0,FY,40155000.0,47470000.0,,,0.8459026753739204
IMMUCELL CORP /DE/,2015.0,FY,204310.0,,,,
"IMMUDYNE, INC.",2015.0,FY,-460485.0,714158.0,,,-0.6447942892189124
IMMUNE DESIGN CORP.,2015.0,FY,,1599000.0,,,
IMMUNE PHARMACEUTICALS INC,2015.0,FY,-23550000.0,2000.0,,,-11775.0
"IMMUNE THERAPEUTICS, INC.",2015.0,FY,-49938213.0,16197.0,,,-3083.176699388776
"IMMUNOCELLULAR THERAPEUTICS, LTD.",2015.0,FY,-8800563.0,0.0,,,-inf
IMMUNOGEN INC,2016.0,Q2,,48300000.0,,,
IMMUNOMEDICS INC,2016.0,Q2,-11435235.0,,,,
IMPAC MORTGAGE HOLDINGS INC,2015.0,FY,-6322000.0,44139000.0,,,-0.14322934366433313
IMPAX LABORATORIES INC,2015.0,FY,101259000.0,511502000.0,,,0.19796403533124016
IMPERIAL OIL LTD,2015.0,FY,2828000000.0,,,,
IMPERIAL PLANTATION CORP,2016.0,Q3,-23131.0,,,,
IMPERVA INC,2015.0,FY,-25178000.0,,,,
IMPLANT SCIENCES CORP,2016.0,Q2,-6244000.0,2141000.0,,,-2.916394208313872
"IMPRIMIS PHARMACEUTICALS, INC.",2015.0,FY,-10118000.0,,,,
IMPRIVATA INC,2015.0,FY,-5523000.0,,,,
"IMS HEALTH HOLDINGS, INC.",2015.0,FY,82000000.0,,,,
"INC RESEARCH HOLDINGS, INC.",2015.0,FY,-41529000.0,,,,
INCEPTION MINING INC.,2015.0,Q3,-695875.0,,,,
INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,2015.0,FY,695000.0,,,,
"INCONTACT, INC.",2015.0,FY,-10203000.0,130037000.0,,,-0.07846228381153056
INCYTE CORP,2015.0,FY,,354947000.0,,,
"INDEPENDENCE BANCSHARES, INC.",2015.0,FY,-6500256.0,,,,
"INDEPENDENCE CONTRACT DRILLING, INC.",2015.0,FY,-1997000.0,42786000.0,,,-0.046674145748609355
"INDEPENDENCE REALTY TRUST, INC",2015.0,FY,,19943000.0,,,
INDEPENDENCE TAX CREDIT PLUS L P II,2015.0,Q3,-123874.0,209385.0,,,-0.5916087589846455
INDEPENDENCE TAX CREDIT PLUS LP IV,2015.0,Q3,11218119.0,426897.0,,,26.2782802409012
INDEPENDENT BANK CORP,2015.0,FY,50254000.0,,,,
INDEPENDENT BANK CORP /MI/,2015.0,FY,77509000.0,,,,
"INDEPENDENT BANK GROUP, INC.",2015.0,FY,19800000.0,,,,
"INDIA GLOBALIZATION CAPITAL, INC.",2015.0,Q3,-590114.0,2542192.0,,,-0.23212802180165779
INDIE GROWERS ASSOCIATION,2015.0,Q3,-45013.0,,,,
INDOOR HARVEST CORP,2015.0,FY,-443282.0,89200.0,,,-4.969529147982063
INDUSTRIAL PROPERTY TRUST INC.,2015.0,FY,-227000.0,0.0,,,-inf
INDUSTRIAL SERVICES OF AMERICA INC,2015.0,FY,-7273000.0,,,,
INFINERA CORP,2015.0,FY,-32119000.0,544122000.0,,,-0.05902904128118326
"INFINITY PHARMACEUTICALS, INC.",2015.0,FY,-126780000.0,,,,
INFINITY PROPERTY & CASUALTY CORP,2015.0,FY,8662000.0,356102000.0,,,0.024324491297437252
INFITECH VENTURES INC,2016.0,Q2,-19084.0,,,,
INFOBLOX INC,2016.0,Q2,-7011000.0,,,,
"INFOR (US), INC.",2016.0,Q2,-76200000.0,2718000000.0,,,-0.02803532008830022
"INFOR, INC.",2016.0,Q3,51300000.0,657400000.0,,,0.07803468208092486
INFORMATION ANALYSIS INC,2015.0,FY,-29787.0,5783467.0,,,-0.00515037087615439
INFOSONICS CORP,2015.0,FY,-597000.0,,,,
"INFRAREIT, INC.",2015.0,FY,32122000.0,,,,
INFRASTRUCTURE MATERIALS CORP.,2016.0,Q2,-123946.0,,,,
"INFUSYSTEM HOLDINGS, INC",2015.0,FY,3357000.0,,,,
INGERSOLL-RAND PLC,2015.0,FY,618800000.0,,,,
INGLES MARKETS INC,2016.0,Q1,15038338.0,,,,
INGRAM MICRO INC,2015.0,FY,310583000.0,,,,
INGREDION INC,2015.0,FY,396000000.0,,,,
INLAND REAL ESTATE CORP,2015.0,FY,111684000.0,,,,
"INLAND REAL ESTATE INCOME TRUST, INC.",2015.0,FY,-2527000.0,,,,
"INLAND RESIDENTIAL PROPERTIES TRUST, INC.",2015.0,FY,-30311.0,,,,
INNERWORKINGS INC,2015.0,FY,-8660000.0,890960000.0,,,-0.009719852743108557
INNODATA INC,2015.0,FY,-10632000.0,64249000.0,,,-0.1654811748042771
INNOSPEC INC.,2015.0,FY,77800000.0,,,,
INNOVATIVE DESIGNS INC,2015.0,FY,34694.0,,,,
INNOVATIVE DESIGNS INC,2016.0,Q1,-15590.0,,,,
INNOVATIVE FOOD HOLDINGS INC,2015.0,FY,-3730948.0,25883828.0,,,-0.14414204884996146
INNOVATIVE PRODUCT OPPORTUNITIES INC.,2015.0,FY,-16010604.0,,,,
"INNOVISION LABS, INC",2015.0,FY,-5460000.0,,,,
"INNOVIVA, INC.",2015.0,FY,,4532000.0,,,
"INNOVUS PHARMACEUTICALS, INC.",2015.0,FY,-4826967.0,1030113.0,,,-4.685861648188111
INOGEN INC,2015.0,FY,25435000.0,75443000.0,,,0.3371419482258129
INOTEK PHARMACEUTICALS CORP,2015.0,FY,-9531000.0,,,,
"INOVALON HOLDINGS, INC.",2015.0,FY,32718000.0,,,,
"INOVIO PHARMACEUTICALS, INC.",2015.0,FY,-66028448.0,13467346.0,,,-4.9028552470546165
INPHI CORP,2015.0,FY,-13178000.0,102664000.0,,,-0.12836047689550378
"INRAD OPTICS, INC.",2015.0,FY,-2514851.0,,,,
INSIGHT ENTERPRISES INC,2015.0,FY,71021000.0,,,,
INSIGNIA SYSTEMS INC/MN,2015.0,FY,115000.0,,,,
INSMED INC,2015.0,FY,-56073000.0,11500000.0,,,-4.875913043478261
"INSPERITY, INC.",2015.0,FY,32032000.0,,,,
"INSPIRED BUILDERS, INC.",2015.0,FY,-308291.0,,,,
"INSPIREMD, INC.",2015.0,FY,-25095000.0,,,,
INSPRO TECHNOLOGIES CORP,2015.0,FY,-5184687.0,,,,
"INSTALLED BUILDING PRODUCTS, INC.",2015.0,FY,6040000.0,,,,
INSTEEL INDUSTRIES INC,2016.0,Q1,4150000.0,,,,
"INSTITUTIONAL FINANCIAL MARKETS, INC.",2015.0,FY,-13318000.0,57517000.0,,,-0.23154893335883303
INSULET CORP,2015.0,FY,-44974000.0,,,,
"INSYS THERAPEUTICS, INC.",2015.0,FY,40377000.0,,,,
INTEGRA LIFESCIENCES HOLDINGS CORP,2015.0,FY,-21067000.0,,,,
INTEGRAL TECHNOLOGIES INC,2016.0,Q2,-1112202.0,,,,
INTEGRATED BIOPHARMA INC,2016.0,Q2,547000.0,,,,
INTEGRATED DEVICE TECHNOLOGY INC,2015.0,Q3,18358000.0,,,,
"INTEGRATED ELECTRICAL SERVICES, INC.",2016.0,Q1,3292000.0,136336000.0,,,0.02414622696866565
"INTEGRATED ENVIRONMENTAL TECHNOLOGIES, LTD.",2015.0,FY,-2234168.0,185577.0,,,-12.03903500972642
INTEGRATED SURGICAL SYSTEMS INC,2015.0,FY,-235755.0,,,,
"INTEGRITY APPLICATIONS, INC.",2015.0,FY,-9796853.0,59775.0,,,-163.8954914261815
"INTEGRITY CAPITAL INCOME FUND, INC.",2015.0,FY,-11993.0,5831.0,,,-2.0567655633682045
"INTEGRITY CAPITAL INCOME FUND, INC.",2016.0,Q1,248243.0,220515.0,,36.81769850797462,1.1257420130149876
INTEL CORP,2015.0,FY,9620000000.0,,,,
INTELGENX TECHNOLOGIES CORP.,2015.0,FY,-1746000.0,1659000.0,,,-1.0524412296564196
"INTELIQUENT, INC.",2015.0,FY,55653000.0,211661000.0,,,0.262934598249087
"INTELLECT NEUROSCIENCES, INC.",2016.0,Q2,-543594.0,,,,
"INTELLICHECK MOBILISA, INC.",2015.0,FY,-910000.0,1092000.0,,,-0.8333333333333334
INTELLIGENT CLOUD RESOURCES INC.,2015.0,FY,-13711.0,,,,
INTELLIGENT SYSTEMS CORP,2015.0,FY,-76000.0,4187000.0,,,-0.018151421065201814
"INTELLINETICS, INC.",2015.0,FY,-1648641.0,,,,
INTELLIPHARMACEUTICS INTERNATIONAL INC.,2015.0,FY,-11495017.0,1527474.0,,,-7.525507471812941
INTELLISENSE SOLUTIONS INC.,2015.0,Q3,-4810.0,,,,
INTELSAT S.A.,2015.0,FY,-255680000.0,,,,
INTER PARFUMS INC,2015.0,FY,39211000.0,,,,
"INTERACTIVE BROKERS GROUP, INC.",2015.0,FY,,1128000000.0,,,
"INTERACTIVE INTELLIGENCE GROUP, INC.",2015.0,FY,9515000.0,318234000.0,,,0.029899382215602354
INTERACTIVE MULTI MEDIA AUCTION CORP,2015.0,FY,-29773.0,0.0,,,-inf
INTERACTIVE MULTI MEDIA AUCTION CORP,2016.0,Q1,-8580.0,0.0,,,-inf
INTERCEPT PHARMACEUTICALS INC,2015.0,FY,-43643000.0,,,,
"INTERCONTINENTAL EXCHANGE, INC.",2015.0,FY,254000000.0,1730000000.0,,,0.14682080924855492
"INTERDIGITAL, INC.",2015.0,FY,35683000.0,325361000.0,,,0.10967202584206466
INTERDYNE CO,2016.0,Q2,-2705.0,,,,
INTERFACE INC,2015.0,FY,48255000.0,,,,
INTERFACE SECURITY SYSTEMS HOLDINGS INC,2015.0,FY,-47790000.0,126742000.0,,,-0.3770652191065314
INTERGROUP CORP,2016.0,Q2,-289000.0,,,,
INTERLEUKIN GENETICS INC,2015.0,FY,-6335714.0,1810318.0,,,-3.4997795967338337
"INTERLINK PLUS, INC.",2016.0,Q2,-24704.0,1848.0,,,-13.367965367965368
INTERMOLECULAR INC,2015.0,FY,-8819000.0,,,,
INTERNAP CORP,2015.0,FY,-19830000.0,,,,
INTERNATIONAL BALER CORP,2015.0,FY,714419.0,,,,
INTERNATIONAL BANCSHARES CORP,2015.0,FY,126351000.0,,,,
INTERNATIONAL BARRIER TECHNOLOGY INC,2016.0,Q2,104768.0,,,,
INTERNATIONAL BUSINESS MACHINES CORP,2015.0,FY,,98367000000.0,,,
INTERNATIONAL FLAVORS & FRAGRANCES INC,2015.0,FY,353544000.0,,,,
INTERNATIONAL METALS STREAMING CORP.,2015.0,FY,-207435.0,,,,
INTERNATIONAL MONETARY SYSTEMS LTD /WI/,2015.0,FY,-20489.0,12333137.0,,,-0.0016612967163179976
INTERNATIONAL PAPER CO /NEW/,2015.0,FY,1395000000.0,,,,
INTERNATIONAL SHIPHOLDING CORP,2015.0,FY,-54699000.0,294834000.0,,,-0.1855247359531126
INTERNATIONAL SPEEDWAY CORP,2015.0,FY,45292000.0,,,,
INTERNATIONAL STEM CELL CORP,2015.0,FY,-12478000.0,7017000.0,,,-1.778252814593131
INTERNATIONAL TEXTILE GROUP INC,2015.0,FY,392000.0,,,,
INTERNATIONAL TOWER HILL MINES LTD,2015.0,FY,-9852480.0,,,,
"INTERNATIONAL WESTERN PETROLEUM, INC.",2015.0,Q3,-16221.0,,,,
"INTERPACE DIAGNOSTICS GROUP, INC.",2015.0,FY,-16073000.0,,,,
"INTERPUBLIC GROUP OF COMPANIES, INC.",2015.0,FY,267900000.0,7122300000.0,,,0.03761425382250116
"INTERSECT ENT, INC.",2015.0,FY,-18369000.0,17931000.0,,,-1.0244269700518656
INTERSECTIONS INC,2015.0,FY,-2784000.0,,,,
INTERSIL CORP/DE,2015.0,FY,2855000.0,575195000.0,,,0.004963534105824981
INTERUPS INC,2015.0,FY,-20914.0,,,,
INTERUPS INC,2016.0,Q1,-4352.0,,,,
INTERUPS INC,2016.0,Q2,-1858.0,,,,
INTEST CORP,2015.0,FY,286000.0,8797000.0,,,0.03251108332386041
INTEVAC INC,2015.0,FY,-15696000.0,,,,
INTL FCSTONE INC.,2016.0,Q1,,13627700000.0,,,
"INTRA-CELLULAR THERAPIES, INC.",2015.0,FY,-26868198.0,2737002.0,,,-9.816652673253436
"INTRALINKS HOLDINGS, INC.",2015.0,FY,-15278000.0,,,,
"INTRAWEST RESORTS HOLDINGS, INC.",2016.0,Q2,-31073000.0,,,,
INTREXON CORP,2015.0,FY,-38980000.0,23760000.0,,,-1.6405723905723906
INTRICON CORP,2015.0,FY,-6162000.0,,,,
INTRUSION INC,2015.0,FY,-274000.0,,,,
INTUIT INC,2016.0,Q2,-66000000.0,,,,
INTUITIVE SURGICAL INC,2015.0,FY,671000000.0,,,,
INVACARE CORP,2015.0,FY,33051000.0,,,,
INVENSENSE INC,2015.0,Q3,10221000.0,,,,
INVENTIV HEALTH INC,2015.0,FY,-237573000.0,1904480000.0,,,-0.12474428715449887
INVENTRUST PROPERTIES CORP.,2015.0,FY,244048000.0,456285000.0,,,0.5348586957712833
INVESCO LTD.,2015.0,FY,940300000.0,4644600000.0,,,0.20245015717176937
INVESCO MORTGAGE CAPITAL INC.,2015.0,FY,158155000.0,,,,
INVESTAR HOLDING CORP,2015.0,FY,3168000.0,,,,
